altitude,windMPH,barometerTemp,windTemp,windVolts,timeFromStart
339.63,2.9733,17.6875,18.9027,1.8925,80.477
339.005,2.93764,17.6875,18.9441,1.89009,81.241
338.567,2.92581,17.6875,18.9027,1.88928,82.004
338.442,2.55324,17.6875,18.9854,1.86269,82.766
337.818,1.36386,17.6875,18.9854,1.75474,83.529
337.505,1.22677,17.6875,18.7375,1.73862,84.292
334.567,1.72541,17.6875,18.8614,1.7926,85.055
333.255,1.32868,17.625,18.9854,1.75071,85.818
333.505,1.30786,17.625,18.8201,1.74829,86.581
333.693,1.69241,17.625,18.9854,1.78938,87.344
333.255,1.86169,17.625,18.9027,1.80549,88.106
333.693,1.04478,17.6875,18.9854,1.71526,88.869
334.005,0.464094,17.6875,19.1506,1.61455,89.632
334.067,0.414108,17.6875,18.7788,1.60247,90.394
333.88,0.111841,17.6875,18.9854,1.49209,91.157
334.005,0.333424,17.6875,18.8201,1.58071,91.92
333.943,0.646424,17.6875,18.9027,1.65242,92.682
334.005,0.646424,17.6875,18.9027,1.65242,93.445
333.88,0.690542,17.75,19.0267,1.66047,94.208
333.693,0.829735,17.75,18.9854,1.68384,94.971
333.568,0.540602,17.75,18.9854,1.63147,95.733
333.63,0.350356,17.75,19.1506,1.58555,96.496
333.63,0.34465,17.75,19.068,1.58393,97.259
333.693,0.341821,17.75,19.1506,1.58313,98.021
333.755,0.322449,17.8125,19.1093,1.57749,98.784
333.505,0.443645,17.8125,19.068,1.60972,99.547
333.317,0.672664,17.8125,19.3159,1.65725,100.309
333.38,1.06873,17.8125,19.3159,1.71848,101.072
333.818,1.22016,17.875,19.2746,1.73782,101.835
333.943,1.1682,17.875,19.1919,1.73137,102.597
333.693,1.75883,17.875,19.1919,1.79582,103.36
333.505,1.67607,17.875,19.2333,1.78777,104.124
333.693,1.45822,17.875,19.1919,1.76521,104.887
333.442,0.865924,17.875,19.2333,1.68948,105.649
333.755,0.717951,17.875,19.1506,1.66531,106.413
333.693,0.544443,17.875,19.1919,1.63227,107.176
333.505,0.525427,17.875,19.3159,1.62825,107.938
333.38,0.690542,17.9375,19.2746,1.66047,108.701
333.317,0.969415,17.9375,19.3159,1.70478,109.464
333.255,0.969415,17.9375,19.3572,1.70478,110.226
333.192,0.992207,17.9375,19.1919,1.70801,110.989
333.067,0.699603,17.9375,19.1506,1.66208,111.752
333.067,0.556069,17.9375,19.3159,1.63469,112.514
333.755,0.330657,17.9375,19.3159,1.57991,113.277
336.63,0.755615,18.0,19.3985,1.67175,114.04
336.192,0.686044,18.0,19.5225,1.65967,114.803
336.693,0.510539,18.0,19.4812,1.62502,115.565
343.755,1.19399,18.1875,19.5225,1.73459,116.328
337.505,0.333424,18.375,19.6877,1.58071,117.091
338.192,0.339006,18.5625,19.8943,1.58232,117.853
338.192,0.174448,18.75,19.977,1.52432,118.616
338.317,0.189265,18.9375,20.0183,1.53076,119.379
338.943,0.0989713,19.0625,20.1835,1.48403,120.141
337.505,0.136198,19.1875,20.1422,1.50579,120.904
